2025-08-11 15:24:48,FIGHT,static\snapshots\20250811_152448_744952.jpg
2025-08-12 10:13:00,FIGHT,static\snapshots\20250812_101300_285309.jpg
2025-08-12 10:13:05,FIGHT,static\snapshots\20250812_101305_516715.jpg
2025-08-14 23:55:58,FIGHT,static\snapshots\threat_fight_20250814_235558_106051.jpg
